Gene,2K-1,3K-6,6K11,C1BHIC5,C3ACET53A,PB25,PA7,PAO1
group_1740,1,1,1,1,1,1,1,1
group_1739,1,1,1,1,1,1,1,1
group_1737,1,1,1,1,1,1,1,1
alkT,1,1,1,1,1,1,1,1
group_1736,1,1,1,1,1,1,1,1
mutY,1,1,1,1,1,1,1,1
group_1734,1,1,1,1,1,1,1,1
group_1733,1,1,1,1,1,1,1,1
group_1721,1,1,1,1,1,1,1,1
fxsA,1,1,1,1,1,1,1,1
phaC,1,1,1,1,1,1,1,1
astB,1,1,1,1,1,1,1,1
groL,1,1,1,1,1,1,1,1
fleQ,1,1,1,1,1,1,1,1
group_1712,1,1,1,1,1,1,1,1
acpH,1,1,1,1,1,1,1,1
hsbR~~~rsbU,1,1,1,1,1,1,1,1
group_1687,1,1,1,1,1,1,1,1
carR,1,1,1,1,1,1,1,1
group_1683,1,1,1,1,1,1,1,1
purL,1,1,1,1,1,1,1,1
nagE,1,1,1,1,1,1,1,1
def,1,1,1,1,1,1,1,1
dgt,1,1,1,1,1,1,1,1
frsA,1,1,1,1,1,1,1,1
hscB,1,1,1,1,1,1,1,1
group_1664,1,1,1,1,1,1,1,1
fleR,1,1,1,1,1,1,1,1
group_1661,1,1,1,1,1,1,1,1
group_1660,1,1,1,1,1,1,1,1
tPR,1,1,1,1,1,1,1,1
group_1659,1,1,1,1,1,1,1,1
group_1658,1,1,1,1,1,1,1,1
group_1652,1,1,1,1,1,1,1,1
group_1651,1,1,1,1,1,1,1,1
guaA1,1,1,1,1,1,1,1,1
xRE,1,1,1,1,1,1,1,1
lonB,1,1,1,1,1,1,1,1
anmK,1,1,1,1,1,1,1,1
group_1646,1,1,1,1,1,1,1,1
aphB,1,1,1,1,1,1,1,1
yjiK,1,1,1,1,1,1,1,1
norR,1,1,1,1,1,1,1,1
group_1643,1,1,1,1,1,1,1,1
arsC,1,1,1,1,1,1,1,1
ycjU,1,1,1,1,1,1,1,1
group_1640,1,1,1,1,1,1,1,1
nirS,1,1,1,1,1,1,1,1
nadD,1,1,1,1,1,1,1,1
holB,1,1,1,1,1,1,1,1
group_1634,1,1,1,1,1,1,1,1
proX,1,1,1,1,1,1,1,1
group_1629,1,1,1,1,1,1,1,1
group_1626,1,1,1,1,1,1,1,1
group_1625,1,1,1,1,1,1,1,1
tagR,1,1,1,1,1,1,1,1
idi,1,1,1,1,1,1,1,1
cheZ,1,1,1,1,1,1,1,1
group_1611,1,1,1,1,1,1,1,1
lhr,1,1,1,1,1,1,1,1
group_1609,1,1,1,1,1,1,1,1
ubiA,1,1,1,1,1,1,1,1
group_1607,1,1,1,1,1,1,1,1
xcpY,1,1,1,1,1,1,1,1
rluE,1,1,1,1,1,1,1,1
chpD,1,1,1,1,1,1,1,1
aF2118,1,1,1,1,1,1,1,1
group_1595,1,1,1,1,1,1,1,1
rsmH,1,1,1,1,1,1,1,1
cyaY,1,1,1,1,1,1,1,1
recN,1,1,1,1,1,1,1,1
fieF,1,1,1,1,1,1,1,1
group_1578,1,1,1,1,1,1,1,1
group_1572,1,1,1,1,1,1,1,1
roxA,1,1,1,1,1,1,1,1
group_1571,1,1,1,1,1,1,1,1
group_1570,1,1,1,1,1,1,1,1
gcvP2~~~gcvP,1,1,1,1,1,1,1,1
gcvT,1,1,1,1,1,1,1,1
group_1565,1,1,1,1,1,1,1,1
aceK,1,1,1,1,1,1,1,1
group_1564,1,1,1,1,1,1,1,1
flgD,1,1,1,1,1,1,1,1
group_1563,1,1,1,1,1,1,1,1
lpxK,1,1,1,1,1,1,1,1
aspB,1,1,1,1,1,1,1,1
yidC,1,1,1,1,1,1,1,1
gluQRS,1,1,1,1,1,1,1,1
group_1559,1,1,1,1,1,1,1,1
group_1557,1,1,1,1,1,1,1,1
nirL,1,1,1,1,1,1,1,1
group_1554,1,1,1,1,1,1,1,1
opgE,1,1,1,1,1,1,1,1
group_1550,1,1,1,1,1,1,1,1
group_1549,1,1,1,1,1,1,1,1
nha,1,1,1,1,1,1,1,1
group_1542,1,1,1,1,1,1,1,1
yedA,1,1,1,1,1,1,1,1
group_1540,1,1,1,1,1,1,1,1
ptrB,1,1,1,1,1,1,1,1
fghA,1,1,1,1,1,1,1,1
group_1536,1,1,1,1,1,1,1,1
group_1535,1,1,1,1,1,1,1,1
group_1533,1,1,1,1,1,1,1,1
group_1531,1,1,1,1,1,1,1,1
mscS,1,1,1,1,1,1,1,1
ratA,1,1,1,1,1,1,1,1
tesB,1,1,1,1,1,1,1,1
group_1525,1,1,1,1,1,1,1,1
tal,1,1,1,1,1,1,1,1
rsbU,1,1,1,1,1,1,1,1
moaD,1,1,1,1,1,1,1,1
rosB,1,1,1,1,1,1,1,1
group_1518,1,1,1,1,1,1,1,1
tagJ,1,1,1,1,1,1,1,1
group_1516,1,1,1,1,1,1,1,1
group_1513,1,1,1,1,1,1,1,1
purK,1,1,1,1,1,1,1,1
trmL,1,1,1,1,1,1,1,1
group_1500,1,1,1,1,1,1,1,1
group_1499,1,1,1,1,1,1,1,1
pA1665,1,1,1,1,1,1,1,1
ybbP,1,1,1,1,1,1,1,1
ybgF,1,1,1,1,1,1,1,1
xkdP,1,1,1,1,1,1,1,1
fmt,1,1,1,1,1,1,1,1
sdhA,1,1,1,1,1,1,1,1
group_1483,1,1,1,1,1,1,1,1
thiL,1,1,1,1,1,1,1,1
group_1481,1,1,1,1,1,1,1,1
aspS,1,1,1,1,1,1,1,1
hsiA1~~~tssA,1,1,1,1,1,1,1,1
gcl,1,1,1,1,1,1,1,1
group_1475,1,1,1,1,1,1,1,1
ftsN,1,1,1,1,1,1,1,1
group_1473,1,1,1,1,1,1,1,1
rnfH,1,1,1,1,1,1,1,1
nlpC,1,1,1,1,1,1,1,1
asmA,1,1,1,1,1,1,1,1
group_1469,1,1,1,1,1,1,1,1
nuoC,1,1,1,1,1,1,1,1
group_1467,1,1,1,1,1,1,1,1
mobA,1,1,1,1,1,1,1,1
ccmH,1,1,1,1,1,1,1,1
mtnC,1,1,1,1,1,1,1,1
mtnB,1,1,1,1,1,1,1,1
group_1458,1,1,1,1,1,1,1,1
alr,1,1,1,1,1,1,1,1
lpxP,1,1,1,1,1,1,1,1
bcp,1,1,1,1,1,1,1,1
cbpD,1,1,1,1,1,1,1,1
group_1448,1,1,1,1,1,1,1,1
pqqL,1,1,1,1,1,1,1,1
group_1440,1,1,1,1,1,1,1,1
group_1439,1,1,1,1,1,1,1,1
earP,1,1,1,1,1,1,1,1
chpC,1,1,1,1,1,1,1,1
yrfG,1,1,1,1,1,1,1,1
fecR,1,1,1,1,1,1,1,1
cybB,1,1,1,1,1,1,1,1
group_1433,1,1,1,1,1,1,1,1
group_1432,1,1,1,1,1,1,1,1
mexR,1,1,1,1,1,1,1,1
shy1,1,1,1,1,1,1,1,1
group_1426,1,1,1,1,1,1,1,1
group_1424,1,1,1,1,1,1,1,1
group_1423,1,1,1,1,1,1,1,1
argO,1,1,1,1,1,1,1,1
group_1420,1,1,1,1,1,1,1,1
azu,1,1,1,1,1,1,1,1
group_1416,1,1,1,1,1,1,1,1
algW,1,1,1,1,1,1,1,1
group_1412,1,1,1,1,1,1,1,1
group_1409,1,1,1,1,1,1,1,1
group_1408,1,1,1,1,1,1,1,1
dgcP,1,1,1,1,1,1,1,1
ampDh2,1,1,1,1,1,1,1,1
panM,1,1,1,1,1,1,1,1
phoP,1,1,1,1,1,1,1,1
ybbA,1,1,1,1,1,1,1,1
dsbA,1,1,1,1,1,1,1,1
group_1397,1,1,1,1,1,1,1,1
group_1393,1,1,1,1,1,1,1,1
group_1392,1,1,1,1,1,1,1,1
paaY,1,1,1,1,1,1,1,1
group_1386,1,1,1,1,1,1,1,1
pilD,1,1,1,1,1,1,1,1
psrA,1,1,1,1,1,1,1,1
sulA,1,1,1,1,1,1,1,1
group_1377,1,1,1,1,1,1,1,1
group_1376,1,1,1,1,1,1,1,1
yqiB,1,1,1,1,1,1,1,1
tsdA,1,1,1,1,1,1,1,1
group_1372,1,1,1,1,1,1,1,1
caiB,1,1,1,1,1,1,1,1
group_1370,1,1,1,1,1,1,1,1
pvdQ,1,1,1,1,1,1,1,1
ureE,1,1,1,1,1,1,1,1
fpr,1,1,1,1,1,1,1,1
yhiN,1,1,1,1,1,1,1,1
rocR,1,1,1,1,1,1,1,1
group_1367,1,1,1,1,1,1,1,1
rsuA,1,1,1,1,1,1,1,1
yhhL,1,1,1,1,1,1,1,1
group_1364,1,1,1,1,1,1,1,1
group_1363,1,1,1,1,1,1,1,1
comP,1,1,1,1,1,1,1,1
comEC,1,1,1,1,1,1,1,1
ygiQ,1,1,1,1,1,1,1,1
tamB,1,1,1,1,1,1,1,1
group_1358,1,1,1,1,1,1,1,1
glyA~~~glyA1,1,1,1,1,1,1,1,1
group_1356,1,1,1,1,1,1,1,1
group_1354,1,1,1,1,1,1,1,1
pspA,1,1,1,1,1,1,1,1
yceK,1,1,1,1,1,1,1,1
trkA,1,1,1,1,1,1,1,1
glmS,1,1,1,1,1,1,1,1
group_1352,1,1,1,1,1,1,1,1
group_1351,1,1,1,1,1,1,1,1
norD,1,1,1,1,1,1,1,1
group_1349,1,1,1,1,1,1,1,1
pepD,1,1,1,1,1,1,1,1
rhaT,1,1,1,1,1,1,1,1
moaA,1,1,1,1,1,1,1,1
group_1346,1,1,1,1,1,1,1,1
ribD,1,1,1,1,1,1,1,1
mtfA,1,1,1,1,1,1,1,1
group_1337,1,1,1,1,1,1,1,1
hipB,1,1,1,1,1,1,1,1
tusD,1,1,1,1,1,1,1,1
qteE,1,1,1,1,1,1,1,1
group_1328,1,1,1,1,1,1,1,1
yegP,1,1,1,1,1,1,1,1
group_1324,1,1,1,1,1,1,1,1
lecB,1,1,1,1,1,1,1,1
amiR,1,1,1,1,1,1,1,1
group_1320,1,1,1,1,1,1,1,1
rpoD,1,1,1,1,1,1,1,1
tssM~~~icmF1,1,1,1,1,1,1,1,1
surA,1,1,1,1,1,1,1,1
group_1311,1,1,1,1,1,1,1,1
modC,1,1,1,1,1,1,1,1
modA,1,1,1,1,1,1,1,1
group_1305,1,1,1,1,1,1,1,1
thrB,1,1,1,1,1,1,1,1
group_1304,1,1,1,1,1,1,1,1
mucE,1,1,1,1,1,1,1,1
mdlB,1,1,1,1,1,1,1,1
group_1301,1,1,1,1,1,1,1,1
hsiG1,1,1,1,1,1,1,1,1
group_1300,1,1,1,1,1,1,1,1
lhgO,1,1,1,1,1,1,1,1
pdxI,1,1,1,1,1,1,1,1
ybbK,1,1,1,1,1,1,1,1
secD,1,1,1,1,1,1,1,1
group_1297,1,1,1,1,1,1,1,1
group_1296,1,1,1,1,1,1,1,1
group_1295,1,1,1,1,1,1,1,1
group_1294,1,1,1,1,1,1,1,1
mntH2,1,1,1,1,1,1,1,1
group_1291,1,1,1,1,1,1,1,1
sRAP,1,1,1,1,1,1,1,1
yohJ,1,1,1,1,1,1,1,1
group_1288,1,1,1,1,1,1,1,1
salY,1,1,1,1,1,1,1,1
group_1282,1,1,1,1,1,1,1,1
group_1278,1,1,1,1,1,1,1,1
marR,1,1,1,1,1,1,1,1
purN,1,1,1,1,1,1,1,1
group_1276,1,1,1,1,1,1,1,1
group_1275,1,1,1,1,1,1,1,1
lptA,1,1,1,1,1,1,1,1
rpoN,1,1,1,1,1,1,1,1
group_1268,1,1,1,1,1,1,1,1
group_1265,1,1,1,1,1,1,1,1
mviM,1,1,1,1,1,1,1,1
motD,1,1,1,1,1,1,1,1
pA1459,1,1,1,1,1,1,1,1
fabD,1,1,1,1,1,1,1,1
flgE,1,1,1,1,1,1,1,1
hutF,1,1,1,1,1,1,1,1
ves,1,1,1,1,1,1,1,1
olsA,1,1,1,1,1,1,1,1
group_1250,1,1,1,1,1,1,1,1
glnA,1,1,1,1,1,1,1,1
group_1249,1,1,1,1,1,1,1,1
group_1248,1,1,1,1,1,1,1,1
hugZ,1,1,1,1,1,1,1,1
group_1246,1,1,1,1,1,1,1,1
group_1245,1,1,1,1,1,1,1,1
group_1242,1,1,1,1,1,1,1,1
group_1241,1,1,1,1,1,1,1,1
atuR,1,1,1,1,1,1,1,1
prtN,1,1,1,1,1,1,1,1
group_1236,1,1,1,1,1,1,1,1
group_1235,1,1,1,1,1,1,1,1
group_1234,1,1,1,1,1,1,1,1
group_1233,1,1,1,1,1,1,1,1
group_1230,1,1,1,1,1,1,1,1
artQ,1,1,1,1,1,1,1,1
group_1229,1,1,1,1,1,1,1,1
lldP,1,1,1,1,1,1,1,1
fdx,1,1,1,1,1,1,1,1
group_1227,1,1,1,1,1,1,1,1
group_1226,1,1,1,1,1,1,1,1
cyoC,1,1,1,1,1,1,1,1
group_1218,1,1,1,1,1,1,1,1
ampC,1,1,1,1,1,1,1,1
group_1212,1,1,1,1,1,1,1,1
group_1211,1,1,1,1,1,1,1,1
lpxL,1,1,1,1,1,1,1,1
group_1210,1,1,1,1,1,1,1,1
cntO,1,1,1,1,1,1,1,1
cntM,1,1,1,1,1,1,1,1
dnaK,1,1,1,1,1,1,1,1
group_1206,1,1,1,1,1,1,1,1
ggt,1,1,1,1,1,1,1,1
group_1204,1,1,1,1,1,1,1,1
group_1201,1,1,1,1,1,1,1,1
rsmE,1,1,1,1,1,1,1,1
tatB,1,1,1,1,1,1,1,1
zur,1,1,1,1,1,1,1,1
apaG,1,1,1,1,1,1,1,1
yfaA,1,1,1,1,1,1,1,1
group_1194,1,1,1,1,1,1,1,1
group_1193,1,1,1,1,1,1,1,1
pepP,1,1,1,1,1,1,1,1
group_1192,1,1,1,1,1,1,1,1
trmJ,1,1,1,1,1,1,1,1
group_1191,1,1,1,1,1,1,1,1
group_1188,1,1,1,1,1,1,1,1
tag,1,1,1,1,1,1,1,1
group_1186,1,1,1,1,1,1,1,1
group_1184,1,1,1,1,1,1,1,1
choE,1,1,1,1,1,1,1,1
prkA,1,1,1,1,1,1,1,1
lysA,1,1,1,1,1,1,1,1
group_1181,1,1,1,1,1,1,1,1
ykwD,1,1,1,1,1,1,1,1
group_1178,1,1,1,1,1,1,1,1
vfr,1,1,1,1,1,1,1,1
group_1170,1,1,1,1,1,1,1,1
group_1168,1,1,1,1,1,1,1,1
group_1160,1,1,1,1,1,1,1,1
group_1159,1,1,1,1,1,1,1,1
mmsB,1,1,1,1,1,1,1,1
phnC2,1,1,1,1,1,1,1,1
group_1153,1,1,1,1,1,1,1,1
group_1152,1,1,1,1,1,1,1,1
group_1150,1,1,1,1,1,1,1,1
group_1149,1,1,1,1,1,1,1,1
ptsN,1,1,1,1,1,1,1,1
dmpA,1,1,1,1,1,1,1,1
pldB,1,1,1,1,1,1,1,1
group_1146,1,1,1,1,1,1,1,1
group_1145,1,1,1,1,1,1,1,1
speA,1,1,1,1,1,1,1,1
livF,1,1,1,1,1,1,1,1
group_1143,1,1,1,1,1,1,1,1
group_1140,1,1,1,1,1,1,1,1
hacB,1,1,1,1,1,1,1,1
group_1139,1,1,1,1,1,1,1,1
yiiM,1,1,1,1,1,1,1,1
group_1126,1,1,1,1,1,1,1,1
group_1125,1,1,1,1,1,1,1,1
group_1124,1,1,1,1,1,1,1,1
group_1121,1,1,1,1,1,1,1,1
group_1119,1,1,1,1,1,1,1,1
group_1116,1,1,1,1,1,1,1,1
group_1113,1,1,1,1,1,1,1,1
acs,1,1,1,1,1,1,1,1
group_1112,1,1,1,1,1,1,1,1
fepD,1,1,1,1,1,1,1,1
group_1110,1,1,1,1,1,1,1,1
gcvR,1,1,1,1,1,1,1,1
srkA,1,1,1,1,1,1,1,1
betA,1,1,1,1,1,1,1,1
group_1103,1,1,1,1,1,1,1,1
algC,1,1,1,1,1,1,1,1
group_1102,1,1,1,1,1,1,1,1
group_1101,1,1,1,1,1,1,1,1
pagP,1,1,1,1,1,1,1,1
frmA,1,1,1,1,1,1,1,1
yedE,1,1,1,1,1,1,1,1
group_1099,1,1,1,1,1,1,1,1
opuBA,1,1,1,1,1,1,1,1
group_1097,1,1,1,1,1,1,1,1
yigB,1,1,1,1,1,1,1,1
group_1088,1,1,1,1,1,1,1,1
splB,1,1,1,1,1,1,1,1
fdhA,1,1,1,1,1,1,1,1
group_1085,1,1,1,1,1,1,1,1
pA2384,1,1,1,1,1,1,1,1
aroE,1,1,1,1,1,1,1,1
group_1084,1,1,1,1,1,1,1,1
mltB,1,1,1,1,1,1,1,1
cysN,1,1,1,1,1,1,1,1
yfeH,1,1,1,1,1,1,1,1
ycfJ,1,1,1,1,1,1,1,1
strB,1,1,1,1,1,1,1,1
cyoB,1,1,1,1,1,1,1,1
group_1073,1,1,1,1,1,1,1,1
group_1072,1,1,1,1,1,1,1,1
wcaG,1,1,1,1,1,1,1,1
phhC,1,1,1,1,1,1,1,1
group_1071,1,1,1,1,1,1,1,1
gstA,1,1,1,1,1,1,1,1
flgA,1,1,1,1,1,1,1,1
fabY,1,1,1,1,1,1,1,1
thpR,1,1,1,1,1,1,1,1
lifO,1,1,1,1,1,1,1,1
bolA,1,1,1,1,1,1,1,1
group_1068,1,1,1,1,1,1,1,1
murJ,1,1,1,1,1,1,1,1
ileS,1,1,1,1,1,1,1,1
ispE,1,1,1,1,1,1,1,1
group_1061,1,1,1,1,1,1,1,1
fkpB,1,1,1,1,1,1,1,1
atuF,1,1,1,1,1,1,1,1
ssuE,1,1,1,1,1,1,1,1
group_1060,1,1,1,1,1,1,1,1
cobM,1,1,1,1,1,1,1,1
glyS,1,1,1,1,1,1,1,1
group_1058,1,1,1,1,1,1,1,1
pcbC,1,1,1,1,1,1,1,1
pilG,1,1,1,1,1,1,1,1
tauE,1,1,1,1,1,1,1,1
ohrR,1,1,1,1,1,1,1,1
aat,1,1,1,1,1,1,1,1
group_1053,1,1,1,1,1,1,1,1
group_1052,1,1,1,1,1,1,1,1
cfaB,1,1,1,1,1,1,1,1
group_1050,1,1,1,1,1,1,1,1
group_1043,1,1,1,1,1,1,1,1
tkt,1,1,1,1,1,1,1,1
group_1036,1,1,1,1,1,1,1,1
rhtB,1,1,1,1,1,1,1,1
yqjQ,1,1,1,1,1,1,1,1
group_1032,1,1,1,1,1,1,1,1
glpG,1,1,1,1,1,1,1,1
group_1030,1,1,1,1,1,1,1,1
yfcH,1,1,1,1,1,1,1,1
ybgA,1,1,1,1,1,1,1,1
ptsH,1,1,1,1,1,1,1,1
moeA,1,1,1,1,1,1,1,1
maoC,1,1,1,1,1,1,1,1
pyrR,1,1,1,1,1,1,1,1
astE,1,1,1,1,1,1,1,1
imp,1,1,1,1,1,1,1,1
group_1019,1,1,1,1,1,1,1,1
group_1018,1,1,1,1,1,1,1,1
fbpB,1,1,1,1,1,1,1,1
yeaD2,1,1,1,1,1,1,1,1
astD,1,1,1,1,1,1,1,1
cynX,1,1,1,1,1,1,1,1
ybeY,1,1,1,1,1,1,1,1
phoE,1,1,1,1,1,1,1,1
qor,1,1,1,1,1,1,1,1
group_998,1,1,1,1,1,1,1,1
rluD,1,1,1,1,1,1,1,1
motB,1,1,1,1,1,1,1,1
group_997,1,1,1,1,1,1,1,1
group_996,1,1,1,1,1,1,1,1
yggS,1,1,1,1,1,1,1,1
group_995,1,1,1,1,1,1,1,1
group_993,1,1,1,1,1,1,1,1
waaC,1,1,1,1,1,1,1,1
mreC,1,1,1,1,1,1,1,1
dusA,1,1,1,1,1,1,1,1
group_989,1,1,1,1,1,1,1,1
amiB,1,1,1,1,1,1,1,1
group_987,1,1,1,1,1,1,1,1
ompA,1,1,1,1,1,1,1,1
pabC,1,1,1,1,1,1,1,1
group_982,1,1,1,1,1,1,1,1
pxpC,1,1,1,1,1,1,1,1
group_977,1,1,1,1,1,1,1,1
rfbD,1,1,1,1,1,1,1,1
group_976,1,1,1,1,1,1,1,1
group_973,1,1,1,1,1,1,1,1
group_972,1,1,1,1,1,1,1,1
surE,1,1,1,1,1,1,1,1
group_967,1,1,1,1,1,1,1,1
recX,1,1,1,1,1,1,1,1
group_964,1,1,1,1,1,1,1,1
group_962,1,1,1,1,1,1,1,1
prmC,1,1,1,1,1,1,1,1
rutF,1,1,1,1,1,1,1,1
group_956,1,1,1,1,1,1,1,1
prlC,1,1,1,1,1,1,1,1
trpS,1,1,1,1,1,1,1,1
tatD,1,1,1,1,1,1,1,1
mexL~~~acrR,1,1,1,1,1,1,1,1
exeA,1,1,1,1,1,1,1,1
flgJ,1,1,1,1,1,1,1,1
group_939,1,1,1,1,1,1,1,1
usg,1,1,1,1,1,1,1,1
leuB,1,1,1,1,1,1,1,1
phnX,1,1,1,1,1,1,1,1
group_937,1,1,1,1,1,1,1,1
rodZ,1,1,1,1,1,1,1,1
rpoE,1,1,1,1,1,1,1,1
group_932,1,1,1,1,1,1,1,1
group_931,1,1,1,1,1,1,1,1
pilW~~~pilF,1,1,1,1,1,1,1,1
feoB,1,1,1,1,1,1,1,1
glcD,1,1,1,1,1,1,1,1
group_918,1,1,1,1,1,1,1,1
uvrY,1,1,1,1,1,1,1,1
czcD,1,1,1,1,1,1,1,1
iclR,1,1,1,1,1,1,1,1
group_910,1,1,1,1,1,1,1,1
ybeD,1,1,1,1,1,1,1,1
group_907,1,1,1,1,1,1,1,1
group_906,1,1,1,1,1,1,1,1
ilvA,1,1,1,1,1,1,1,1
group_902,1,1,1,1,1,1,1,1
group_900,1,1,1,1,1,1,1,1
group_899,1,1,1,1,1,1,1,1
tolC,1,1,1,1,1,1,1,1
group_894,1,1,1,1,1,1,1,1
yfbR,1,1,1,1,1,1,1,1
phnP,1,1,1,1,1,1,1,1
dapA,1,1,1,1,1,1,1,1
group_890,1,1,1,1,1,1,1,1
terC,1,1,1,1,1,1,1,1
group_883,1,1,1,1,1,1,1,1
group_881,1,1,1,1,1,1,1,1
dut,1,1,1,1,1,1,1,1
opdQ,1,1,1,1,1,1,1,1
group_878,1,1,1,1,1,1,1,1
pTC1,1,1,1,1,1,1,1,1
group_877,1,1,1,1,1,1,1,1
nqrC,1,1,1,1,1,1,1,1
nqrA,1,1,1,1,1,1,1,1
tar,1,1,1,1,1,1,1,1
group_870,1,1,1,1,1,1,1,1
group_869,1,1,1,1,1,1,1,1
pnp,1,1,1,1,1,1,1,1
rhdA,1,1,1,1,1,1,1,1
oafA,1,1,1,1,1,1,1,1
cspD,1,1,1,1,1,1,1,1
ligW,1,1,1,1,1,1,1,1
group_860,1,1,1,1,1,1,1,1
group_858,1,1,1,1,1,1,1,1
lbcA,1,1,1,1,1,1,1,1
group_855,1,1,1,1,1,1,1,1
opuBB,1,1,1,1,1,1,1,1
group_852,1,1,1,1,1,1,1,1
flhA,1,1,1,1,1,1,1,1
tldD,1,1,1,1,1,1,1,1
cysG,1,1,1,1,1,1,1,1
focA,1,1,1,1,1,1,1,1
upp,1,1,1,1,1,1,1,1
ctpA,1,1,1,1,1,1,1,1
lptD,1,1,1,1,1,1,1,1
pdxA,1,1,1,1,1,1,1,1
narX,1,1,1,1,1,1,1,1
marC,1,1,1,1,1,1,1,1
tolA,1,1,1,1,1,1,1,1
group_836,1,1,1,1,1,1,1,1
gshA,1,1,1,1,1,1,1,1
group_835,1,1,1,1,1,1,1,1
group_832,1,1,1,1,1,1,1,1
group_830,1,1,1,1,1,1,1,1
group_829,1,1,1,1,1,1,1,1
doxX,1,1,1,1,1,1,1,1
tlyC,1,1,1,1,1,1,1,1
fabG,1,1,1,1,1,1,1,1
group_823,1,1,1,1,1,1,1,1
dinG,1,1,1,1,1,1,1,1
group_822,1,1,1,1,1,1,1,1
yndB,1,1,1,1,1,1,1,1
group_818,1,1,1,1,1,1,1,1
group_814,1,1,1,1,1,1,1,1
fadB,1,1,1,1,1,1,1,1
tpiA,1,1,1,1,1,1,1,1
rpfG,1,1,1,1,1,1,1,1
dotU1~~~dotU,1,1,1,1,1,1,1,1
lip1,1,1,1,1,1,1,1,1
kinB,1,1,1,1,1,1,1,1
puuD,1,1,1,1,1,1,1,1
group_801,1,1,1,1,1,1,1,1
group_800,1,1,1,1,1,1,1,1
hemH,1,1,1,1,1,1,1,1
rimI,1,1,1,1,1,1,1,1
group_792,1,1,1,1,1,1,1,1
mdaB,1,1,1,1,1,1,1,1
group_791,1,1,1,1,1,1,1,1
ugpQ,1,1,1,1,1,1,1,1
eutC,1,1,1,1,1,1,1,1
ycgM,1,1,1,1,1,1,1,1
folK,1,1,1,1,1,1,1,1
algZ,1,1,1,1,1,1,1,1
cbrB,1,1,1,1,1,1,1,1
xFP,1,1,1,1,1,1,1,1
group_778,1,1,1,1,1,1,1,1
group_776,1,1,1,1,1,1,1,1
uvrD,1,1,1,1,1,1,1,1
msbA,1,1,1,1,1,1,1,1
group_774,1,1,1,1,1,1,1,1
group_773,1,1,1,1,1,1,1,1
tusA,1,1,1,1,1,1,1,1
hinT,1,1,1,1,1,1,1,1
hrpA,1,1,1,1,1,1,1,1
nadA,1,1,1,1,1,1,1,1
group_767,1,1,1,1,1,1,1,1
rlpA,1,1,1,1,1,1,1,1
tagG,1,1,1,1,1,1,1,1
nit2,1,1,1,1,1,1,1,1
yjgA,1,1,1,1,1,1,1,1
emrA,1,1,1,1,1,1,1,1
dctM,1,1,1,1,1,1,1,1
group_764,1,1,1,1,1,1,1,1
group_763,1,1,1,1,1,1,1,1
dppA3~~~dppA1~~~ddpA,1,1,1,1,1,1,1,1
dppA4,1,1,1,1,1,1,1,1
yhdR,1,1,1,1,1,1,1,1
ubiE,1,1,1,1,1,1,1,1
murF,1,1,1,1,1,1,1,1
nlpA,1,1,1,1,1,1,1,1
citB,1,1,1,1,1,1,1,1
group_756,1,1,1,1,1,1,1,1
fleS,1,1,1,1,1,1,1,1
bauB,1,1,1,1,1,1,1,1
cccA,1,1,1,1,1,1,1,1
glcC,1,1,1,1,1,1,1,1
glcE,1,1,1,1,1,1,1,1
group_729,1,1,1,1,1,1,1,1
group_727,1,1,1,1,1,1,1,1
dnaN,1,1,1,1,1,1,1,1
group_720,1,1,1,1,1,1,1,1
group_713,1,1,1,1,1,1,1,1
cynT,1,1,1,1,1,1,1,1
phoX,1,1,1,1,1,1,1,1
ivy,1,1,1,1,1,1,1,1
group_706,1,1,1,1,1,1,1,1
ribX,1,1,1,1,1,1,1,1
hflC,1,1,1,1,1,1,1,1
hisI,1,1,1,1,1,1,1,1
ubiJ,1,1,1,1,1,1,1,1
tilS,1,1,1,1,1,1,1,1
group_701,1,1,1,1,1,1,1,1
ompQ,1,1,1,1,1,1,1,1
group_698,1,1,1,1,1,1,1,1
group_696,1,1,1,1,1,1,1,1
group_695,1,1,1,1,1,1,1,1
lolD,1,1,1,1,1,1,1,1
group_693,1,1,1,1,1,1,1,1
paaI,1,1,1,1,1,1,1,1
sixA,1,1,1,1,1,1,1,1
group_692,1,1,1,1,1,1,1,1
group_690,1,1,1,1,1,1,1,1
group_688,1,1,1,1,1,1,1,1
caiD,1,1,1,1,1,1,1,1
ligB,1,1,1,1,1,1,1,1
group_684,1,1,1,1,1,1,1,1
group_682,1,1,1,1,1,1,1,1
ureB,1,1,1,1,1,1,1,1
ldcA,1,1,1,1,1,1,1,1
tagS,1,1,1,1,1,1,1,1
mnmE,1,1,1,1,1,1,1,1
pdxB,1,1,1,1,1,1,1,1
rimL,1,1,1,1,1,1,1,1
cDC14,1,1,1,1,1,1,1,1
group_650,1,1,1,1,1,1,1,1
group_649,1,1,1,1,1,1,1,1
group_640,1,1,1,1,1,1,1,1
xerD,1,1,1,1,1,1,1,1
group_639,1,1,1,1,1,1,1,1
group_637,1,1,1,1,1,1,1,1
czcO,1,1,1,1,1,1,1,1
dnaG,1,1,1,1,1,1,1,1
group_634,1,1,1,1,1,1,1,1
hsiF1~~~tssE,1,1,1,1,1,1,1,1
group_632,1,1,1,1,1,1,1,1
rhlB,1,1,1,1,1,1,1,1
dLH,1,1,1,1,1,1,1,1
group_630,1,1,1,1,1,1,1,1
