Gene,Non-unique Gene name,Annotation,2K-1,3K-6,6K11,C1BHIC5,C3ACET53A,PB25,PA7,PAO1
argJ,argJ,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ,PDAIHB_13930,PBCHDC_06205,KMNHBM_05505,BBDLCB_16220,MADGKI_03975,PBCHDC_06205,PNMAHC_23970,FJKPLL_22570
group_11945,,DUF4280 domain-containing protein,PDAIHB_22775,PBCHDC_22550,KMNHBM_23425,BBDLCB_23640,MADGKI_23250,PBCHDC_22550,PNMAHC_13915,FJKPLL_12055
murU,murU,N-acetylmuramate alpha-1-phosphate uridylyltransferase,PDAIHB_11515,PBCHDC_10910,KMNHBM_10905,BBDLCB_21945,MADGKI_14885,PBCHDC_10910,PNMAHC_03560,FJKPLL_02870
proA,proA,glutamate-5-semialdehyde dehydrogenase,PDAIHB_05875,PBCHDC_02835,KMNHBM_02835,BBDLCB_10980,MADGKI_00360,PBCHDC_02835,PNMAHC_05270,FJKPLL_20560
parA~~~soj,;parA;soj,AAA-31 domain-containing protein;Chromosome partitioning protein ParA;hypothetical protein;chromosome partitioning protein;chromosome partitioning protein Soj,PDAIHB_20020,PBCHDC_18260,KMNHBM_18535,BBDLCB_24810,MADGKI_21710,PBCHDC_18260,PNMAHC_30745,FJKPLL_28645
group_11942,;hinT,Histidine triad (HIT) protein;HIT domain-containing protein;histidine triad nucleotide-binding protein,PDAIHB_11735,PBCHDC_10690,KMNHBM_10685,BBDLCB_21740,MADGKI_14680,PBCHDC_10690,PNMAHC_03840,FJKPLL_03165
group_11940,cirA,TonB-dependent siderophore receptor,PDAIHB_27180,PBCHDC_23460,KMNHBM_24620,BBDLCB_17725,MADGKI_05480,PBCHDC_23460,PNMAHC_25995,FJKPLL_24045
group_11938,,UPF0276 protein PA14_21580,PDAIHB_22135,PBCHDC_14020,KMNHBM_13420,BBDLCB_07335,MADGKI_22460,PBCHDC_14020,PNMAHC_08850,FJKPLL_16835
group_11937,,DUF5666 domain-containing protein,PDAIHB_02010,PBCHDC_08690,KMNHBM_08690,BBDLCB_05780,MADGKI_20320,PBCHDC_08690,PNMAHC_27105,FJKPLL_25150
group_11935,,SAM-dependent methyltransferase,PDAIHB_12515,PBCHDC_17305,KMNHBM_17805,BBDLCB_11890,MADGKI_13025,PBCHDC_17305,PNMAHC_19510,FJKPLL_06705
group_11934,ilvA,threonine ammonia-lyase biosynthetic,PDAIHB_10165,PBCHDC_12260,KMNHBM_12255,BBDLCB_23320,MADGKI_16260,PBCHDC_12260,PNMAHC_02020,FJKPLL_01505
group_11929,lolE,lipoprotein-releasing ABC transporter permease subunit,PDAIHB_04815,PBCHDC_01775,KMNHBM_01775,BBDLCB_02745,MADGKI_06320,PBCHDC_01775,PNMAHC_10515,FJKPLL_15315
parE~~~parE_A473V,parE;parE_A473V,DNA topoisomerase IV subunit B;DNA topoisomerase IV subunit B ParE,PDAIHB_01580,PBCHDC_08260,KMNHBM_08260,BBDLCB_05355,MADGKI_19895,PBCHDC_08260,PNMAHC_27525,FJKPLL_25575
group_11927,nrdA,adenosylcobalamin-dependent ribonucleoside-diphosphate reductase,PDAIHB_20350,PBCHDC_18590,KMNHBM_18865,BBDLCB_24475,MADGKI_21375,PBCHDC_18590,PNMAHC_30425,FJKPLL_28315
group_11925,,hypothetical protein;DUF3299 domain-containing protein,PDAIHB_23535,PBCHDC_23745,KMNHBM_22550,BBDLCB_26605,MADGKI_26170,PBCHDC_23745,PNMAHC_04965,FJKPLL_20850
group_11923,;urtD,Urea ABC transporter;urea ABC transporter ATP-binding protein UrtD,PDAIHB_02135,PBCHDC_08815,KMNHBM_08815,BBDLCB_05900,MADGKI_20440,PBCHDC_08815,PNMAHC_26985,FJKPLL_25030
ygjP,;ygjP,DUF45 domain-containing protein;metal-dependent hydrolase,PDAIHB_11330,PBCHDC_11095,KMNHBM_11090,BBDLCB_22155,MADGKI_15095,PBCHDC_11095,PNMAHC_03185,FJKPLL_02675
tig,tig,trigger factor,PDAIHB_16130,PBCHDC_21080,KMNHBM_21120,BBDLCB_19060,MADGKI_10920,PBCHDC_21080,PNMAHC_16820,FJKPLL_09120
pcaG,;pcaG,Protocatechuate 34-dioxygenase alpha subunit;protocatechuate 34-dioxygenase subunit alpha,PDAIHB_18000,PBCHDC_25370,KMNHBM_25275,BBDLCB_21085,MADGKI_23965,PBCHDC_25370,PNMAHC_01115,FJKPLL_00590
group_11903,,DUF2164 domain-containing protein,PDAIHB_00685,PBCHDC_07365,KMNHBM_07365,BBDLCB_04450,MADGKI_09730,PBCHDC_07365,PNMAHC_28400,FJKPLL_26480
narH,narH;,nitrate reductase subunit beta;Respiratory nitrate reductase 1 subunit beta,PDAIHB_06560,PBCHDC_03520,KMNHBM_03520,BBDLCB_10290,MADGKI_01050,PBCHDC_03520,PNMAHC_05915,FJKPLL_19875
amgS,;amgS,hypothetical protein;Histidine kinase;two-component system sensor histidine kinase AmgS,PDAIHB_00355,PBCHDC_07035,KMNHBM_07035,BBDLCB_04130,MADGKI_09410,PBCHDC_07035,PNMAHC_28725,FJKPLL_26795
pvdM,;pvdM,Putative dipeptidase;pyoverdine-tailoring dipeptidase-like protein PvdM,PDAIHB_22685,PBCHDC_22640,KMNHBM_23335,BBDLCB_23550,MADGKI_23340,PBCHDC_22640,PNMAHC_13825,FJKPLL_12145
group_11900,;hisJ,hypothetical protein;ABC transporter substrate-binding protein;amino acid ABC transporter substrate-binding protein,PDAIHB_00700,PBCHDC_07380,KMNHBM_07380,BBDLCB_04465,MADGKI_09745,PBCHDC_07380,PNMAHC_28385,FJKPLL_26465
group_11899,;hisJ,hypothetical protein;ABC-type amino acid transporter;amino acid ABC transporter substrate-binding protein,PDAIHB_00710,PBCHDC_07390,KMNHBM_07390,BBDLCB_04475,MADGKI_09755,PBCHDC_07390,PNMAHC_28375,FJKPLL_26455
pA2363,;pA2363,Bacterial Type VI secretion VC_A0110 EvfL ImpJ VasE;type VI secretion system baseplate subunit TssK;hypothetical protein,PDAIHB_22830,PBCHDC_22495,KMNHBM_23480,BBDLCB_23695,MADGKI_23195,PBCHDC_22495,PNMAHC_13975,FJKPLL_12000
group_11896,rfaB,glycoside hydrolase,PDAIHB_13460,PBCHDC_06675,KMNHBM_05035,BBDLCB_15750,MADGKI_03505,PBCHDC_06675,PNMAHC_23500,FJKPLL_22100
group_11885,;glpK,Glycerol kinase GlpK;glycerol kinase GlpK,PDAIHB_08055,PBCHDC_05020,KMNHBM_05020,BBDLCB_08775,MADGKI_02570,PBCHDC_05020,PNMAHC_07505,FJKPLL_18370
glnD,glnD;,[protein-PII] uridylyltransferase;Bifunctional uridylyltransferase/uridylyl-removing enzyme,PDAIHB_07650,PBCHDC_04615,KMNHBM_04615,BBDLCB_09180,MADGKI_02165,PBCHDC_04615,PNMAHC_07095,FJKPLL_18775
group_11882,yhaK,Putative quercetin 23-dioxygenase PA1210,PDAIHB_11900,PBCHDC_17920,KMNHBM_16745,BBDLCB_12530,MADGKI_13665,PBCHDC_17920,PNMAHC_20055,FJKPLL_06070
lysP,;lysP,amino acid permease,PDAIHB_01510,PBCHDC_08190,KMNHBM_08190,BBDLCB_05285,MADGKI_19825,PBCHDC_08190,PNMAHC_27600,FJKPLL_25645
group_11878,araC;,AraC family transcriptional regulator;helix-turn-helix transcriptional regulator,PDAIHB_25100,PBCHDC_13300,KMNHBM_12760,BBDLCB_18000,MADGKI_11980,PBCHDC_13300,PNMAHC_17685,FJKPLL_08060
group_11877,lysC,aspartate kinase,PDAIHB_09555,PBCHDC_14885,KMNHBM_15105,BBDLCB_14365,MADGKI_17840,PBCHDC_14885,PNMAHC_22180,FJKPLL_04480
group_11870,;citB,response regulator transcription factor;Putative transcriptional regulator,PDAIHB_19810,PBCHDC_18050,KMNHBM_18325,BBDLCB_25020,MADGKI_21920,PBCHDC_18050,PNMAHC_00175,FJKPLL_28855
group_11868,plsC,acyltransferase,PDAIHB_10305,PBCHDC_12120,KMNHBM_12115,BBDLCB_23180,MADGKI_16120,PBCHDC_12120,PNMAHC_02155,FJKPLL_01645
group_11867,fabF,beta-ketoacyl-ACP synthase II,PDAIHB_04700,PBCHDC_01660,KMNHBM_01660,BBDLCB_02630,MADGKI_06435,PBCHDC_01660,PNMAHC_10630,FJKPLL_15200
group_11863,;moaA,GTP 3'8-cyclase MoaA,PDAIHB_06580,PBCHDC_03540,KMNHBM_03540,BBDLCB_10270,MADGKI_01070,PBCHDC_03540,PNMAHC_05935,FJKPLL_19855
relA,;relA,DUF5913 domain-containing protein;HD domain-containing protein;GTP diphosphokinase,PDAIHB_09385,PBCHDC_15050,KMNHBM_15275,BBDLCB_13940,MADGKI_18260,PBCHDC_15050,PNMAHC_22010,FJKPLL_04650
group_11862,;dnaK,hypothetical protein;heat-shock protein,PDAIHB_02065,PBCHDC_08745,KMNHBM_08745,BBDLCB_05835,MADGKI_20375,PBCHDC_08745,PNMAHC_27050,FJKPLL_25095
pstA,;pstA,Phosphate ABC transporter inner membrane subunit PstA;phosphate ABC transporter permease PstA;phosphate ABC transporter permease protein PstA,PDAIHB_26340,PBCHDC_23175,KMNHBM_24335,BBDLCB_25060,MADGKI_24925,PBCHDC_23175,PNMAHC_29685,FJKPLL_27645
ureA,;ureA,Urease subunit gamma;urease subunit gamma,PDAIHB_02115,PBCHDC_08795,KMNHBM_08795,BBDLCB_05880,MADGKI_20420,PBCHDC_08795,PNMAHC_27005,FJKPLL_25050
group_11853,fecA;,Outer membrane receptor for Fe3+-dicitrate;TonB-dependent receptor;TonB-dependent siderophore receptor,PDAIHB_22210,PBCHDC_13945,KMNHBM_13495,BBDLCB_07260,MADGKI_22535,PBCHDC_13945,PNMAHC_08925,FJKPLL_16760
ftsX,ftsX,permease-like cell division protein FtsX,PDAIHB_10395,PBCHDC_12030,KMNHBM_12025,BBDLCB_23090,MADGKI_16030,PBCHDC_12030,PNMAHC_02250,FJKPLL_01735
pA1669,pA1669,hypothetical protein,PDAIHB_15175,PBCHDC_20125,KMNHBM_22075,BBDLCB_18360,MADGKI_11620,PBCHDC_20125,PNMAHC_17330,FJKPLL_08420
group_11846,parA,cobalamin biosynthesis protein CobQ,PDAIHB_13200,PBCHDC_16625,KMNHBM_17120,BBDLCB_11300,MADGKI_12435,PBCHDC_16625,PNMAHC_18615,FJKPLL_07360
group_11838,;phnR,hypothetical protein;MFS transporter,PDAIHB_08320,PBCHDC_16115,KMNHBM_16340,BBDLCB_12870,MADGKI_19330,PBCHDC_16115,PNMAHC_20375,FJKPLL_05735
group_11835,;nlpD,DUF4124 domain-containing protein;M23 family metallopeptidase;peptidase M23,PDAIHB_26320,PBCHDC_23155,KMNHBM_24315,BBDLCB_25080,MADGKI_24905,PBCHDC_23155,PNMAHC_29665,FJKPLL_27625
group_11832,,ATP-dependent zinc protease,PDAIHB_00370,PBCHDC_07050,KMNHBM_07050,BBDLCB_04145,MADGKI_09425,PBCHDC_07050,PNMAHC_28710,FJKPLL_26780
group_11829,yurZ,Uncharacterized conserved protein YurZ alkylhydroperoxidase/carboxymuconolactone decarboxylase family;Carboxymuconolactone decarboxylase family,PDAIHB_11350,PBCHDC_11075,KMNHBM_11070,BBDLCB_22135,MADGKI_15075,PBCHDC_11075,PNMAHC_03205,FJKPLL_02700
group_11824,;putP,Sodium/proline symporter (Proline permease);Sodium/proline symporter;sodium/proline symporter PutP,PDAIHB_25610,PBCHDC_12760,KMNHBM_14165,BBDLCB_14975,MADGKI_17230,PBCHDC_12760,PNMAHC_22800,FJKPLL_03850
group_11820,,DUF1993 domain-containing protein,PDAIHB_27920,PBCHDC_26575,KMNHBM_24775,BBDLCB_21585,MADGKI_23465,PBCHDC_26575,PNMAHC_00265,FJKPLL_00095
arcB,;arcB,Ornithine carbamoyltransferase catabolic;Ornithine carbamoyltransferase 1;ornithine carbamoyltransferase,PDAIHB_00515,PBCHDC_07195,KMNHBM_07195,BBDLCB_04280,MADGKI_09560,PBCHDC_07195,PNMAHC_28570,FJKPLL_26650
group_11813,dctP,TRAP transporter substrate-binding protein DctP,PDAIHB_07025,PBCHDC_03985,KMNHBM_03985,BBDLCB_09800,MADGKI_01545,PBCHDC_03985,PNMAHC_06420,FJKPLL_19390
xcpW,xcpW,GspJ family T2SS minor pseudopilin variant XcpW,PDAIHB_05385,PBCHDC_02345,KMNHBM_02345,BBDLCB_03325,MADGKI_05745,PBCHDC_02345,PNMAHC_09855,FJKPLL_15875
algR,;algR,Two-component response regulator AlgR;Alginate biosynthesis regulatory protein AlgR;alginate biosynthesis regulator AlgR,PDAIHB_00030,PBCHDC_06710,KMNHBM_06710,BBDLCB_03805,MADGKI_09085,PBCHDC_06710,PNMAHC_29040,FJKPLL_27120
dnaE,dnaE,DNA polymerase III subunit alpha,PDAIHB_07745,PBCHDC_04710,KMNHBM_04710,BBDLCB_09085,MADGKI_02260,PBCHDC_04710,PNMAHC_07190,FJKPLL_18680
group_11810,;accC,Pyruvate carboxylase subunit A;acetyl-CoA carboxylase biotin carboxylase subunit,PDAIHB_20670,PBCHDC_18910,KMNHBM_19185,BBDLCB_24160,MADGKI_21060,PBCHDC_18910,PNMAHC_30060,FJKPLL_27995
group_11806,;moxR,MoxR family ATPase;AAA family ATPase,PDAIHB_04230,PBCHDC_01190,KMNHBM_01190,BBDLCB_02155,MADGKI_06910,PBCHDC_01190,PNMAHC_11040,FJKPLL_14730
glpT_T211P,;glpT_T211P,MFS transporter;glycerol-3-phosphate transporter GlpT,PDAIHB_00165,PBCHDC_06845,KMNHBM_06845,BBDLCB_03940,MADGKI_09220,PBCHDC_06845,PNMAHC_28905,FJKPLL_26985
nahD,nahD,disulfide bond formation protein DsbA,PDAIHB_17815,PBCHDC_25185,KMNHBM_25090,BBDLCB_21265,MADGKI_23785,PBCHDC_25185,PNMAHC_00940,FJKPLL_00410
dppC,;dppC,ABC transmembrane type-1 domain-containing protein;dipeptide ABC transporter permease DppC,PDAIHB_14450,PBCHDC_05680,KMNHBM_06030,BBDLCB_16745,MADGKI_04500,PBCHDC_05680,PNMAHC_24690,FJKPLL_23095
group_11798,cfa,SAM-dependent methyltransferase,PDAIHB_00830,PBCHDC_07510,KMNHBM_07510,BBDLCB_04600,MADGKI_09880,PBCHDC_07510,PNMAHC_28250,FJKPLL_26330
group_11797,vOC,glyoxalase,PDAIHB_15190,PBCHDC_20140,KMNHBM_22060,BBDLCB_18375,MADGKI_11605,PBCHDC_20140,PNMAHC_17315,FJKPLL_08435
cheD,cheD,chemoreceptor glutamine deamidase CheD,PDAIHB_18095,PBCHDC_25465,KMNHBM_25370,BBDLCB_20985,MADGKI_24065,PBCHDC_25465,PNMAHC_01210,FJKPLL_00690
mreD,mreD,rod shape-determining protein MreD,PDAIHB_14325,PBCHDC_05805,KMNHBM_05905,BBDLCB_16620,MADGKI_04375,PBCHDC_05805,PNMAHC_24565,FJKPLL_22970
nuoG,nuoG,NADH-quinone oxidoreductase subunit NuoG,PDAIHB_17465,PBCHDC_19820,KMNHBM_20095,BBDLCB_00810,MADGKI_08250,PBCHDC_19820,PNMAHC_12440,FJKPLL_13445
group_11795,potB,polyamine ABC transporter substrate-binding protein,PDAIHB_11555,PBCHDC_10870,KMNHBM_10865,BBDLCB_21905,MADGKI_14845,PBCHDC_10870,PNMAHC_03600,FJKPLL_02910
dctD,;dctD,Sigma-54 dependent DNA-binding response regulator;hypothetical protein;two-component system response regulator DctD,PDAIHB_00545,PBCHDC_07225,KMNHBM_07225,BBDLCB_04310,MADGKI_09590,PBCHDC_07225,PNMAHC_28540,FJKPLL_26620
group_11791,caiA,Acyl-CoA dehydrogenase related to the alkylation response protein AidB;acyl-CoA dehydrogenase,PDAIHB_14100,PBCHDC_06035,KMNHBM_05675,BBDLCB_16390,MADGKI_04145,PBCHDC_06035,PNMAHC_24140,FJKPLL_22740
mtnP,mtnP,S-methyl-5'-thioinosine phosphorylase,PDAIHB_04900,PBCHDC_01860,KMNHBM_01860,BBDLCB_02835,MADGKI_06235,PBCHDC_01860,PNMAHC_10430,FJKPLL_15400
alaS,alaS;,alanine--tRNA ligase;Alanine--tRNA ligase,PDAIHB_09560,PBCHDC_14880,KMNHBM_15100,BBDLCB_14370,MADGKI_17835,PBCHDC_14880,PNMAHC_22185,FJKPLL_04475
group_11786,fabG,3-oxoacyl-ACP reductase,PDAIHB_02525,PBCHDC_09205,KMNHBM_09205,BBDLCB_06290,MADGKI_20830,PBCHDC_09205,PNMAHC_26620,FJKPLL_24645
group_11783,,hypothetical protein,PDAIHB_06660,PBCHDC_03620,KMNHBM_03620,BBDLCB_10170,MADGKI_01175,PBCHDC_03620,PNMAHC_06050,FJKPLL_19755
citT,;citT,hypothetical protein;SLC13 family permease,PDAIHB_06715,PBCHDC_03675,KMNHBM_03675,BBDLCB_10115,MADGKI_01230,PBCHDC_03675,PNMAHC_06115,FJKPLL_19700
group_11781,;gloA,Lactoylglutathione lyase;lactoylglutathione lyase,PDAIHB_00850,PBCHDC_07530,KMNHBM_07530,BBDLCB_04620,MADGKI_09900,PBCHDC_07530,PNMAHC_28230,FJKPLL_26310
group_11777,,metal-dependent hydrolase,PDAIHB_09935,PBCHDC_14505,KMNHBM_14725,BBDLCB_14750,MADGKI_17455,PBCHDC_14505,PNMAHC_22570,FJKPLL_04095
lysR~~~mexT,lysR;mexT,LysR family transcriptional regulator;multidrug efflux system transcriptional regulator MexT,PDAIHB_16675,PBCHDC_19030,KMNHBM_19305,BBDLCB_00010,MADGKI_09050,PBCHDC_19030,PNMAHC_13295,FJKPLL_12645
aruF,;aruF,arginine N-succinyltransferase;arginine/ornithine succinyltransferase subunit alpha,PDAIHB_09595,PBCHDC_14845,KMNHBM_15065,BBDLCB_14405,MADGKI_17800,PBCHDC_14845,PNMAHC_22220,FJKPLL_04440
group_11774,,DUF4381 domain-containing protein,PDAIHB_05240,PBCHDC_02200,KMNHBM_02200,BBDLCB_03180,MADGKI_05890,PBCHDC_02200,PNMAHC_10005,FJKPLL_15740
plsY,;plsY,glycerol-3-phosphate acyltransferase;glycerol-3-phosphate 1-O-acyltransferase PlsY,PDAIHB_11435,PBCHDC_10990,KMNHBM_10985,BBDLCB_22025,MADGKI_14965,PBCHDC_10990,PNMAHC_03480,FJKPLL_02790
orn,;orn,Oligoribonuclease;oligoribonuclease,PDAIHB_01660,PBCHDC_08340,KMNHBM_08340,BBDLCB_05435,MADGKI_19975,PBCHDC_08340,PNMAHC_27445,FJKPLL_25495
group_11772,,DUF2835 domain-containing protein,PDAIHB_05135,PBCHDC_02095,KMNHBM_02095,BBDLCB_03070,MADGKI_06000,PBCHDC_02095,PNMAHC_10095,FJKPLL_15635
group_11767,ptsP,phosphoenolpyruvate--protein phosphotransferase,PDAIHB_10200,PBCHDC_12225,KMNHBM_12220,BBDLCB_23285,MADGKI_16225,PBCHDC_12225,PNMAHC_02055,FJKPLL_01540
tgt,tgt,tRNA guanosine(34) transglycosylase Tgt,PDAIHB_06800,PBCHDC_03760,KMNHBM_03760,BBDLCB_10025,MADGKI_01320,PBCHDC_03760,PNMAHC_06195,FJKPLL_19615
tmk,;tmk,Thymidylate kinase;dTMP kinase,PDAIHB_04685,PBCHDC_01645,KMNHBM_01645,BBDLCB_02615,MADGKI_06450,PBCHDC_01645,PNMAHC_10645,FJKPLL_15185
group_11760,;ssnA,amidohydrolase family protein;8-oxoguanine deaminase,PDAIHB_17935,PBCHDC_25305,KMNHBM_25210,BBDLCB_21145,MADGKI_23905,PBCHDC_25305,PNMAHC_01055,FJKPLL_00530
hisD,hisD,Histidinol dehydrogenase,PDAIHB_14165,PBCHDC_05970,KMNHBM_05740,BBDLCB_16455,MADGKI_04210,PBCHDC_05970,PNMAHC_24205,FJKPLL_22805
hlpA,;hlpA,OmpH family outer membrane protein;Putative outer membrane protein;Skp-like protein,PDAIHB_07710,PBCHDC_04675,KMNHBM_04675,BBDLCB_09120,MADGKI_02225,PBCHDC_04675,PNMAHC_07155,FJKPLL_18715
group_11757,,hypothetical protein,PDAIHB_02230,PBCHDC_08910,KMNHBM_08910,BBDLCB_05995,MADGKI_20535,PBCHDC_08910,60_refound_1021,FJKPLL_24935
group_11756,;ansP,Phenylalanine-specific permease;Phenylalanine transporter;aromatic amino acid transporter AroP,PDAIHB_09750,PBCHDC_14690,KMNHBM_14910,BBDLCB_14560,MADGKI_17645,PBCHDC_14690,PNMAHC_22380,FJKPLL_04285
group_11754,codB,cytosine permease,PDAIHB_10715,PBCHDC_11710,KMNHBM_11705,BBDLCB_22770,MADGKI_15710,PBCHDC_11710,PNMAHC_02590,FJKPLL_02055
group_11750,,hypothetical protein,PDAIHB_22855,PBCHDC_22470,KMNHBM_23505,BBDLCB_23720,MADGKI_23170,PBCHDC_22470,PNMAHC_14000,FJKPLL_11975
group_11749,,putative metal-dependent phosphohydrolase HD superfamily;hypothetical protein,PDAIHB_13370,PBCHDC_16455,KMNHBM_16950,BBDLCB_11135,MADGKI_12270,PBCHDC_16455,PNMAHC_18480,FJKPLL_07530
irpA2,irpA2;,imelysin;hypothetical protein,PDAIHB_13775,PBCHDC_06360,KMNHBM_05350,BBDLCB_16065,MADGKI_03820,PBCHDC_06360,PNMAHC_23805,FJKPLL_22415
group_11745,ribE,67-dimethyl-8-ribityllumazine synthase,PDAIHB_23595,PBCHDC_23685,KMNHBM_22610,BBDLCB_26545,MADGKI_26230,PBCHDC_23685,PNMAHC_05025,FJKPLL_20790
nupQ,nupQ,ABC transporter permease,PDAIHB_17915,PBCHDC_25285,KMNHBM_25190,BBDLCB_21165,MADGKI_23885,PBCHDC_25285,PNMAHC_01035,FJKPLL_00510
group_11744,potE,amino acid permease,PDAIHB_13320,PBCHDC_16505,KMNHBM_17000,BBDLCB_11185,MADGKI_12320,PBCHDC_16505,PNMAHC_18500,FJKPLL_07480
group_11743,nlpA,methionine ABC transporter substrate-binding protein,PDAIHB_22900,PBCHDC_22425,KMNHBM_23550,BBDLCB_23765,MADGKI_23125,PBCHDC_22425,PNMAHC_14045,FJKPLL_11930
spuE,;spuE,extracellular solute-binding protein;hypothetical protein;Spermidine-binding periplasmic protein SpuE,PDAIHB_09995,PBCHDC_12430,KMNHBM_12425,BBDLCB_23490,MADGKI_16430,PBCHDC_12430,PNMAHC_01875,FJKPLL_01340
hisS,hisS,histidine--tRNA ligase,PDAIHB_06905,PBCHDC_03865,KMNHBM_03865,BBDLCB_09920,MADGKI_01425,PBCHDC_03865,PNMAHC_06300,FJKPLL_19510
lptG,;lptG,hypothetical protein;LPS export ABC transporter permease LptG,PDAIHB_06775,PBCHDC_03735,KMNHBM_03735,BBDLCB_10050,MADGKI_01295,PBCHDC_03735,PNMAHC_06165,FJKPLL_19640
group_11737,;ycgL,hypothetical protein;YcgL domain-containing protein PSPA7-4096,PDAIHB_12325,PBCHDC_17495,KMNHBM_17995,BBDLCB_12080,MADGKI_13215,PBCHDC_17495,PNMAHC_19710,FJKPLL_06515
group_11736,;livH,High-affinity branched-chain amino acid ABC transporter permease LivH;branched-chain amino acid ABC transporter permease LivH,PDAIHB_01870,PBCHDC_08550,KMNHBM_08550,BBDLCB_05640,MADGKI_20180,PBCHDC_08550,PNMAHC_27240,FJKPLL_25290
acnD,acnD,Fe/S-dependent 2-methylisocitrate dehydratase AcnD,PDAIHB_25670,PBCHDC_12820,KMNHBM_14105,BBDLCB_14915,MADGKI_17290,PBCHDC_12820,PNMAHC_22740,FJKPLL_03910
group_11732,caiA,monooxygenase,PDAIHB_22870,PBCHDC_22455,KMNHBM_23520,BBDLCB_23735,MADGKI_23155,PBCHDC_22455,PNMAHC_14015,FJKPLL_11960
group_11731,;acrR,HTH tetR-type domain-containing protein;TetR/AcrR family transcriptional regulator,PDAIHB_04655,PBCHDC_01615,KMNHBM_01615,BBDLCB_02585,MADGKI_06480,PBCHDC_01615,PNMAHC_10675,FJKPLL_15155
dapB,dapB,4-hydroxy-tetrahydrodipicolinate reductase,PDAIHB_02665,PBCHDC_09345,KMNHBM_09345,BBDLCB_06430,MADGKI_24095,PBCHDC_09345,PNMAHC_26480,FJKPLL_24505
group_11725,;mltB,lytic murein transglycosylase;lytic murein transglycosylase B,PDAIHB_05905,PBCHDC_02865,KMNHBM_02865,BBDLCB_10950,MADGKI_00390,PBCHDC_02865,PNMAHC_05300,FJKPLL_20530
mrdA,mrdA,penicillin-binding protein 2,PDAIHB_05895,PBCHDC_02855,KMNHBM_02855,BBDLCB_10960,MADGKI_00380,PBCHDC_02855,PNMAHC_05290,FJKPLL_20540
der,;der,hypothetical protein;ribosome biogenesis GTPase Der,PDAIHB_06920,PBCHDC_03880,KMNHBM_03880,BBDLCB_09905,MADGKI_01440,PBCHDC_03880,PNMAHC_06315,FJKPLL_19495
kdpF,kdpF,K(+)-transporting ATPase subunit F,PDAIHB_24935,PBCHDC_13135,KMNHBM_12595,BBDLCB_18165,MADGKI_11815,PBCHDC_13135,PNMAHC_17520,FJKPLL_08225
aer,;aer,Aerotaxis receptor Aer;methyl-accepting chemotaxis protein;Methyl-accepting chemotaxis protein Aer,PDAIHB_25295,PBCHDC_13495,KMNHBM_12955,BBDLCB_17805,MADGKI_12175,PBCHDC_13495,PNMAHC_18155,FJKPLL_07865
metF,metF,methylenetetrahydrofolate reductase [NAD(P)H],PDAIHB_10675,PBCHDC_11750,KMNHBM_11745,BBDLCB_22810,MADGKI_15750,PBCHDC_11750,PNMAHC_02550,FJKPLL_02015
group_11716,patZN,CoA-binding protein,PDAIHB_01525,PBCHDC_08205,KMNHBM_08205,BBDLCB_05300,MADGKI_19840,PBCHDC_08205,PNMAHC_27585,FJKPLL_25630
group_11715,;caiD,enoyl-CoA hydratase/isomerase family protein;enoyl-CoA hydratase,PDAIHB_25415,PBCHDC_12565,KMNHBM_14360,BBDLCB_15170,MADGKI_17035,PBCHDC_12565,PNMAHC_23000,FJKPLL_03655
group_11714,,hypothetical protein,PDAIHB_10365,PBCHDC_12060,KMNHBM_12055,BBDLCB_23120,MADGKI_16060,PBCHDC_12060,PNMAHC_02220,FJKPLL_01705
group_11713,;adhE,Aldehyde dehydrogenase;aldehyde dehydrogenase PuuC,PDAIHB_26065,PBCHDC_22900,KMNHBM_24060,BBDLCB_25335,MADGKI_24650,PBCHDC_22900,PNMAHC_29410,FJKPLL_27370
group_11710,eRG3,desaturase,PDAIHB_16645,PBCHDC_21595,KMNHBM_20605,BBDLCB_19575,MADGKI_10405,PBCHDC_21595,PNMAHC_16300,FJKPLL_09635
group_11709,purB,adenylosuccinate lyase,PDAIHB_17395,PBCHDC_19750,KMNHBM_20025,BBDLCB_00740,MADGKI_08320,PBCHDC_19750,PNMAHC_12510,FJKPLL_13375
group_11708,yqjQ,short-chain dehydrogenase,PDAIHB_17810,PBCHDC_25180,KMNHBM_25085,BBDLCB_21270,MADGKI_23780,PBCHDC_25180,PNMAHC_00935,FJKPLL_00405
group_11707,mutT,Nudix family hydrolase,PDAIHB_13920,PBCHDC_06215,KMNHBM_05495,BBDLCB_16210,MADGKI_03965,PBCHDC_06215,PNMAHC_23960,FJKPLL_22560
lpxC,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,PDAIHB_13950,PBCHDC_06185,KMNHBM_05525,BBDLCB_16240,MADGKI_03995,PBCHDC_06185,PNMAHC_23990,FJKPLL_22590
pA1664,pA1664,hypothetical protein,PDAIHB_15150,PBCHDC_20100,KMNHBM_22100,BBDLCB_18335,MADGKI_11645,PBCHDC_20100,PNMAHC_17355,FJKPLL_08395
oadA,oadA,sodium-extruding oxaloacetate decarboxylase subunit alpha,PDAIHB_20675,PBCHDC_18915,KMNHBM_19190,BBDLCB_24155,MADGKI_21055,PBCHDC_18915,PNMAHC_30055,FJKPLL_27990
